ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0045121	membrane raft	4/29	291/19880	0.013745704467354	9.42291740727574	5.53232868844731	0.000800335136017354	0.0311990758223959	0.0237666090059802	BTK/CNR1/PECAM1/SERPINH1	4
GO:0098857	membrane microdomain	4/29	293/19880	0.0136518771331058	9.35859715193598	5.509197151546	0.000821028311115681	0.0311990758223959	0.0237666090059802	BTK/CNR1/PECAM1/SERPINH1	4
GO:0062023	collagen-containing extracellular matrix	4/29	432/19880	0.00925925925925926	6.34738186462324	4.29487640429111	0.00339617746769267	0.0699257103372916	0.0532675078746681	CPA3/CTSG/MST1/SERPINH1	4
GO:0035580	specific granule lumen	2/29	62/19880	0.032258064516129	22.1134593993326	6.36400337483881	0.00368030054406798	0.0699257103372916	0.0532675078746681	CAMP/CHI3L1	2
GO:0010494	cytoplasmic stress granule	2/29	96/19880	0.0208333333333333	14.2816091954023	4.98579402916501	0.0086071315281875	0.114323978426294	0.0870889032333267	CTSG/IGF2BP3	2
GO:0034774	secretory granule lumen	3/29	324/19880	0.00925925925925926	6.34738186462324	3.70918727135203	0.0114542549306327	0.114323978426294	0.0870889032333267	CAMP/CHI3L1/CTSG	3
GO:0060205	cytoplasmic vesicle lumen	3/29	329/19880	0.00911854103343465	6.25091709464417	3.67074058558085	0.0119363002373416	0.114323978426294	0.0870889032333267	CAMP/CHI3L1/CTSG	3
GO:0031983	vesicle lumen	3/29	330/19880	0.00909090909090909	6.23197492163009	3.6631467200965	0.0120341029922415	0.114323978426294	0.0870889032333267	CAMP/CHI3L1/CTSG	3
GO:0000931	gamma-tubulin ring complex	1/29	11/19880	0.0909090909090909	62.3197492163009	7.77523956092039	0.0159337293134794	0.115991400125353	0.0883590998184822	BRCA1	1
GO:0000800	lateral element	1/29	14/19880	0.0714285714285714	48.9655172413793	6.86187820841108	0.0202365711580359	0.115991400125353	0.0883590998184822	BRCA1	1
GO:0042581	specific granule	2/29	160/19880	0.0125	8.56896551724138	3.67407598459775	0.0226697644374196	0.115991400125353	0.0883590998184822	CAMP/CHI3L1	2
GO:0001741	XY body	1/29	16/19880	0.0625	42.8448275862069	6.39990447790235	0.0230950343689864	0.115991400125353	0.0883590998184822	BRCA1	1
GO:0030426	growth cone	2/29	166/19880	0.0120481927710843	8.25924387203988	3.58974108540401	0.0242767797623545	0.115991400125353	0.0883590998184822	CNR1/RASGRF1	2
GO:0031092	platelet alpha granule membrane	1/29	17/19880	0.0588235294117647	40.3245436105477	6.19970181009556	0.0245212448000828	0.115991400125353	0.0883590998184822	PECAM1	1
GO:0030427	site of polarized growth	2/29	171/19880	0.0116959064327485	8.01774551320831	3.52264149665627	0.0256508986387738	0.115991400125353	0.0883590998184822	CNR1/RASGRF1	2
GO:0000930	gamma-tubulin complex	1/29	18/19880	0.0555555555555556	38.0842911877395	6.01616608970871	0.0259454447648816	0.115991400125353	0.0883590998184822	BRCA1	1
GO:0043020	NADPH oxidase complex	1/29	18/19880	0.0555555555555556	38.0842911877395	6.01616608970871	0.0259454447648816	0.115991400125353	0.0883590998184822	DUOX1	1
GO:0072686	mitotic spindle	2/29	182/19880	0.010989010989011	7.53315649867374	3.38417458953908	0.0287831997774584	0.121529065727047	0.0925775431438721	KIF23/TUBB6	2
GO:1990391	DNA repair complex	1/29	23/19880	0.0434782608695652	29.8050974512744	5.28301106221931	0.0330363831238324	0.13214553249533	0.100664879324697	BRCA1	1
GO:0090543	Flemming body	1/29	34/19880	0.0294117647058824	20.1622718052738	4.27420189194894	0.0484614399932384	0.177551736567062	0.135254092952748	KIF23	1
GO:0000803	sex chromosome	1/29	35/19880	0.0285714285714286	19.5862068965517	4.20633937058861	0.0498518772722967	0.177551736567062	0.135254092952748	BRCA1	1
GO:0036464	cytoplasmic ribonucleoprotein granule	2/29	261/19880	0.00766283524904215	5.25300568106751	2.64352154336359	0.0552667937395467	0.177551736567062	0.135254092952748	CTSG/IGF2BP3	2
GO:0000795	synaptonemal complex	1/29	40/19880	0.025	17.1379310344828	3.90491952462687	0.0567746897565978	0.177551736567062	0.135254092952748	BRCA1	1
GO:0099086	synaptonemal structure	1/29	40/19880	0.025	17.1379310344828	3.90491952462687	0.0567746897565978	0.177551736567062	0.135254092952748	BRCA1	1
GO:0150034	distal axon	2/29	277/19880	0.0072202166064982	4.94958297024773	2.53008392502468	0.0613874394521394	0.177551736567062	0.135254092952748	CNR1/RASGRF1	2
GO:0035770	ribonucleoprotein granule	2/29	278/19880	0.00719424460431655	4.93177871495907	2.52328522034864	0.0617775293232452	0.177551736567062	0.135254092952748	CTSG/IGF2BP3	2
GO:0000793	condensed chromosome	2/29	285/19880	0.00701754385964912	4.81064730792499	2.47658718868019	0.0645323142093303	0.177551736567062	0.135254092952748	BRCA1/MKI67	2
GO:0000152	nuclear ubiquitin ligase complex	1/29	47/19880	0.0212765957446809	14.5854732208364	3.56397431009387	0.0663848638690092	0.177551736567062	0.135254092952748	BRCA1	1
GO:0005871	kinesin complex	1/29	48/19880	0.0208333333333333	14.2816091954023	3.52121975846669	0.0677500047426948	0.177551736567062	0.135254092952748	KIF23	1
GO:0001673	male germ cell nucleus	1/29	53/19880	0.0188679245283019	12.9342875731945	3.3251481606297	0.0745468507333302	0.18885202185777	0.143862343520462	BRCA1	1
GO:1904724	tertiary granule lumen	1/29	55/19880	0.0181818181818182	12.4639498432602	3.25397412479214	0.0772521707263776	0.18939241855499	0.144274003054355	CAMP	1
